[-0.2907406  -0.87579551  1.06712665  0.5814323   0.26987805 -0.60085126] -268.3039310958666
[-1.18455752 -0.41194564 -0.63844581 -2.05411036 -0.05134311 -0.77153627] -293.5932865571946
[-0.27809192 -1.84496604 -1.32310618  1.00199874  2.04581334 -0.56350914] -270.103500831233
[-0.83303333 -0.0348322   0.14152204 -1.16416471 -1.29944933 -0.07525402] -303.28304767776336
[-0.56356626 -0.9671238   0.3712576  -0.35834133 -1.09160649  1.87982098] -240.0207424572839
[-0.56464211 -0.97043792  0.38006865 -0.39251323 -1.08561191  1.87047252] -240.02046784783712
[-0.56599376 -0.96852227  0.37824919 -0.38324273 -1.08568967  1.869457  ] -240.02006909803362
[-0.56528041 -0.97144363  0.38210374 -0.39470647 -1.08476222  1.8612322 ] -240.02020227621892
[-0.56543147 -0.96613648  0.3768104  -0.37844642 -1.08452776  1.87467784] -240.01992625974452
[-0.56661612 -0.96125475  0.37266137 -0.36131265 -1.08380145  1.87990279] -240.01947938441657
[-0.56662486 -0.96594396  0.36956128 -0.34211197 -1.09077711  1.87287553] -240.01991042632574
[-0.56677331 -0.96315644  0.37323009 -0.36026569 -1.08579181  1.87452037] -240.01947185267707
[-0.56824166 -0.95830272  0.36973822 -0.34427426 -1.08519036  1.87722602] -240.01896227465383
[-0.56860212 -0.96595618  0.38167987 -0.38948389 -1.07904134  1.86294346] -240.02073692890832
[-0.56734315 -0.96624808  0.37907431 -0.38169825 -1.08218263  1.86716284] -240.01942301209561
[-0.56961835 -0.95679919  0.36396408 -0.31795452 -1.08907846  1.87501904] -240.01860783622257
[-0.57255338 -0.94831249  0.3526968  -0.26801799 -1.09275634  1.87872869] -240.01777140341434
[-0.57051057 -0.9514178   0.35855665 -0.29884615 -1.08870363  1.88721875] -240.01854845098882
[-0.57130282 -0.94863766  0.35584703 -0.28217769 -1.08878083  1.88491454] -240.0179975007683
[-0.57223104 -0.9454472   0.35996351 -0.30333036 -1.08302797  1.88550901] -240.0177317770266
[-0.57503412 -0.93519882  0.35516463 -0.28393955 -1.07915341  1.89182576] -240.01414775993925
[-0.57504579 -0.94145111  0.35103117 -0.25833865 -1.08845428  1.88245607] -240.0168871023782
[-0.5768863  -0.92819211  0.33527053 -0.19683318 -1.09216366  1.90029378] -240.01361046196135
[-0.58165787 -0.90916413  0.31336864 -0.10440064 -1.09715417  1.91685924] -240.0137051735149
[-0.57886933 -0.92610061  0.33311738 -0.18511015 -1.09148036  1.89791984] -240.01342170780612
[-0.58418316 -0.90999956  0.31480696 -0.10552809 -1.09462536  1.90826675] -240.01261904000228
[-0.58115795 -0.91917945  0.32971572 -0.1660989  -1.089941    1.89494311] -240.0126332592588
[-0.58365075 -0.91214018  0.32371491 -0.14407443 -1.09025051  1.90059018] -240.01237111272306
[-0.58982471 -0.89389144  0.30764885 -0.0750228  -1.09098536  1.90842799] -240.01346942952534
[-0.58609931 -0.90040793  0.3172045  -0.11691961 -1.08543973  1.91406319] -240.01331427256585
[-0.58729141 -0.89358824  0.30759458 -0.07945927 -1.08873694  1.92087151] -240.0135341486879
[-0.59138883 -0.88597034  0.28760444  0.01430173 -1.10123233  1.92118375] -240.01355968853352
[-0.59437084 -0.87890312  0.29160984 -0.00242635 -1.09124496  1.91967905] -240.01364889621408
[-0.58125743 -0.91586987  0.32435536 -0.14823147 -1.09193398  1.90514009] -240.01312729067033
[-0.57649117 -0.9310914   0.35152624 -0.26773899 -1.07907685  1.8934412 ] -240.01422872638264
[-0.58766442 -0.89725061  0.30358489 -0.05620845 -1.09569346  1.91424811] -240.01363077554765
[-0.58391695 -0.91106987  0.31926094 -0.12480126 -1.09243793  1.90442846] -240.01244949415255
[-0.58240435 -0.91565982  0.32671531 -0.15508667 -1.09009576  1.89776664] -240.012553369085
[-0.58245409 -0.91400502  0.32403513 -0.14615295 -1.09109225  1.90286514] -240.0126601126355
[-0.58487503 -0.90627405  0.32045971 -0.13049702 -1.08784512  1.90732668] -240.01270321605975
[-0.58547108 -0.90286421  0.31565474 -0.11176685 -1.08949373  1.91073084] -240.01276550375917
[-0.58751979 -0.89905526  0.30565967 -0.06488635 -1.09574142  1.91088696] -240.01343603264817
[-0.58007096 -0.92161579  0.33762057 -0.20590671 -1.08466368  1.89701569] -240.01322532623286
[-0.58193317 -0.91597566  0.32963035 -0.17065162 -1.08743312  1.9004835 ] -240.01292633419578
[-0.58565758 -0.90469539  0.3136499  -0.10014144 -1.09297199  1.90741914] -240.01235974392904
[-0.58751979 -0.89905526  0.30565967 -0.06488635 -1.09574142  1.91088696] -240.01343603264817
[-0.58218184 -0.91841724  0.32695722 -0.15515107 -1.09207079  1.8960679 ] -240.0125789587781
[-0.58188016 -0.91905512  0.3243181  -0.14463892 -1.09512796  1.89571914] -240.01262241225356
[-0.58410979 -0.91300752  0.32083699 -0.12847831 -1.09322607  1.89779869] -240.01203083482255
[-0.58493763 -0.91250876  0.31923792 -0.11964099 -1.09429297  1.89526546] -240.01176867619156
[-0.58570288 -0.9057753   0.31886064 -0.1216597  -1.08891203  1.90479346] -240.01230575421928
[-0.58657488 -0.90219921  0.31352265 -0.09998376 -1.09091627  1.90735321] -240.01224759750295
[-0.58774254 -0.90046976  0.309367   -0.08168053 -1.09316481  1.90884999] -240.01336876639056
[-0.5837389  -0.9118623   0.32237824 -0.13673513 -1.09086302  1.90053748] -240.0122733943536
[-0.58617058 -0.90532385  0.31786048 -0.11594389 -1.09029766  1.90089118] -240.01194968863797
[-0.58727674 -0.90198142  0.31145503 -0.08729387 -1.0925008   1.9048298 ] -240.01309856893374
[-0.58455724 -0.90960049  0.32064994 -0.12987929 -1.09081309  1.90165008] -240.01224259428784
[-0.58490312 -0.91106124  0.32385339 -0.14113948 -1.0890597   1.89607782] -240.01187218903016
[-0.58459124 -0.91174332  0.32030691 -0.12611448 -1.09316887  1.89579829] -240.0118381507446
[-0.58683934 -0.90561666  0.31609886 -0.10749884 -1.0919865   1.89847453] -240.01163492830145
[-0.58838956 -0.90249383  0.31295917 -0.09288069 -1.09254824  1.89744306] -240.01260156013458
[-0.58409151 -0.9164189   0.32581318 -0.14675523 -1.09228999  1.88869924] -240.01175946624178
[-0.5859539  -0.91129042  0.32040698 -0.12248501 -1.09288548  1.89008542] -240.01134846892052
[-0.58665223 -0.91213538  0.32028549 -0.11878787 -1.09392168  1.88430309] -240.0110316155943
[-0.58450111 -0.91783757  0.32400477 -0.13736841 -1.09460891  1.88531496] -240.01156000329337
[-0.58563457 -0.91435895  0.31806232 -0.11091579 -1.09769661  1.88654071] -240.0126437952935
[-0.58508598 -0.91188567  0.32240562 -0.13358356 -1.09121893  1.89369354] -240.0116786054308
[-0.58611136 -0.91372433  0.32230838 -0.12843048 -1.09293745  1.88611866] -240.01119830853062
[-0.58615621 -0.91336407  0.32440085 -0.1378338  -1.09136151  1.88360255] -240.0111089659674
[-0.58769056 -0.90843566  0.31735481 -0.10774576 -1.093055    1.88846987] -240.01224667218065
[-0.58499128 -0.91442309  0.32369859 -0.13700286 -1.09248124  1.8886419 ] -240.01150701507174
[-0.58666453 -0.91381469  0.32119336 -0.1220572  -1.09454684  1.88179169] -240.01106612533385
[-0.5848529  -0.92281639  0.32919829 -0.15299471 -1.09463271  1.87144975] -240.0113291639333
[-0.58730839 -0.91225508  0.32302355 -0.1283339  -1.09201824  1.87998759] -240.0108323010898
[-0.58871203 -0.90946383  0.32253294 -0.12381665 -1.0907229   1.8773239 ] -240.01057643452677
[-0.58805848 -0.91401647  0.32294118 -0.12430404 -1.09355979  1.87288798] -240.01196331447468
[-0.58575808 -0.91432144  0.32350924 -0.13382816 -1.09275088  1.88470342] -240.01128024673318
[-0.58849858 -0.90279152  0.31554513 -0.10192335 -1.09078104  1.89449802] -240.0126143561799
[-0.58576432 -0.91781017  0.325785   -0.14022687 -1.0936698   1.87721182] -240.0111295113095
[-0.58759548 -0.91244939  0.32199277 -0.1232228  -1.09296918  1.87874715] -240.0120787294422
[-0.58621743 -0.91385342  0.32313012 -0.13117682 -1.09280546  1.88321435] -240.0110993719682
[-0.58727756 -0.91308953  0.32346754 -0.12953592 -1.09273861  1.87636381] -240.01077905331255
[-0.58812901 -0.90743014  0.31921843 -0.11417589 -1.09169587  1.88498798] -240.0122285002479
[-0.58635549 -0.91521516  0.32414336 -0.13371412 -1.09317631  1.87915586] -240.01102629335566
[-0.58780354 -0.91249327  0.32051675 -0.11519572 -1.09460909  1.87711502] -240.0120826088205
[-0.58656804 -0.91314637  0.32342982 -0.13217428 -1.09217341  1.88198067] -240.01099464500209
[-0.5878592  -0.91176823  0.32188738 -0.1221852  -1.09295446  1.87709199] -240.0120251072011
[-0.58662787 -0.91333213  0.32281944 -0.12892891 -1.09284271  1.88168376] -240.0109860724193
[-0.58739988 -0.9116461   0.32436617 -0.13359539 -1.09064503  1.87847867] -240.0107882478575
[-0.58766139 -0.91316233  0.32663426 -0.14180055 -1.09017798  1.8740258 ] -240.0107141394811
[-0.58839344 -0.90939826  0.3236067  -0.12956978 -1.0899239   1.87746301] -240.01066591439468
[-0.58878935 -0.91021769  0.32437919 -0.13024145 -1.09017697  1.87313232] -240.01052187204357
[-0.5899     -0.90875335  0.32485387 -0.12927504 -1.08917875  1.86870814] -240.01038634419896
[-0.58982023 -0.90850568  0.32566772 -0.1336022  -1.08828635  1.86910401] -240.01044634432708
[-0.589855   -0.90914489  0.32455484 -0.12893799 -1.0896978   1.86918422] -240.01186379039694
[-0.58801366 -0.9110208   0.32441334 -0.13243104 -1.09040822  1.87615506] -240.01066234357174
[-0.59022269 -0.90701189  0.32576873 -0.1339625  -1.08682743  1.8712295 ] -240.01050525685284
[-0.59069262 -0.90488894  0.32231351 -0.11908518 -1.08827121  1.87263541] -240.0118630269266
[-0.5884192  -0.91109398  0.32555407 -0.13612171 -1.08970129  1.8736782 ] -240.01059839259284
[-0.58996917 -0.90921824  0.32599019 -0.13349993 -1.08845108  1.86793659] -240.0103780659912
[-0.59075704 -0.90912823  0.32718194 -0.13546501 -1.08771468  1.86317339] -240.0103124885197
[-0.5912634  -0.90696485  0.32610642 -0.13164999 -1.08706891  1.86491732] -240.0118531808244
[-0.5888261  -0.91000681  0.32483661 -0.13223578 -1.0895734   1.87334562] -240.01053999759046
[-0.59099349 -0.90652928  0.32472653 -0.12666401 -1.08773322  1.86728332] -240.01181226642973
[-0.58906277 -0.90995281  0.32534719 -0.13375729 -1.08920927  1.87207948] -240.01051324767124
[-0.59081758 -0.90832242  0.32868575 -0.14228262 -1.08620705  1.86188948] -240.01047950139633
[-0.59136734 -0.90721798  0.32766512 -0.13721244 -1.08623445  1.86204904] -240.01040673299946
[-0.59189885 -0.90636038  0.32792719 -0.13684265 -1.08560697  1.85997171] -240.01042806555134
[-0.59129765 -0.90908412  0.32822513 -0.13759748 -1.08758199  1.85706909] -240.01037471908472
[-0.59086279 -0.90802749  0.32515458 -0.12771565 -1.08866068  1.86480231] -240.0117624697933
[-0.59082888 -0.90824869  0.32780296 -0.13864088 -1.08682046  1.86261769] -240.0104136820474
[-0.59219636 -0.90775857  0.32888435 -0.13807563 -1.08609275  1.85542567] -240.01192155496977
[-0.59041426 -0.9083189   0.32647188 -0.13472056 -1.08773795  1.86568443] -240.0103986750744
[-0.58962287 -0.91055671  0.32613977 -0.13412782 -1.08948246  1.86646222] -240.01039520524975
[-0.59029084 -0.90943774  0.32570961 -0.13082524 -1.0891563   1.86509775] -240.01179678626815
[-0.59069437 -0.90854595  0.32727962 -0.13668697 -1.08740442  1.8632377 ] -240.0103860162943
[-0.58952806 -0.91091111  0.32571894 -0.13207852 -1.0901323   1.86606262] -240.01038120578232
[-0.59018573 -0.91067426  0.32666121 -0.13368972 -1.08942691  1.86255329] -240.01032846647286
[-0.59116474 -0.90847563  0.32716713 -0.13413642 -1.08766389  1.86047252] -240.01032209688864
[-0.5913092  -0.91018642  0.32922412 -0.14060967 -1.08746264  1.8554814 ] -240.01036049080085
[-0.59071977 -0.91094064  0.32744654 -0.13450531 -1.08925639  1.8583664 ] -240.01178228077768
[-0.59070072 -0.90914462  0.32732135 -0.13614155 -1.08786741  1.86201988] -240.0103571961007
[-0.59227697 -0.90798665  0.32954135 -0.1404681  -1.08577354  1.85419391] -240.01041414357837
[-0.59021528 -0.91018     0.32667455 -0.13417591 -1.08904261  1.86309544] -240.01033980435275
[-0.59014659 -0.91017893  0.32651831 -0.13380861 -1.08881073  1.86519621] -240.0103102588202
[-0.58957106 -0.91072633  0.32566489 -0.13191418 -1.0894251   1.86925977] -240.01035094994813
[-0.5897475  -0.90907414  0.32461737 -0.12852941 -1.08937943  1.87002218] -240.0103853450609
[-0.59091877 -0.90990835  0.32807244 -0.1375896  -1.08794184  1.85911659] -240.0103337361809
[-0.59042867 -0.91037051  0.32677051 -0.13348021 -1.08899948  1.86251594] -240.01177337928584
[-0.59063271 -0.9094511   0.32718364 -0.13547622 -1.08815043  1.86214389] -240.01032923968464
[-0.59105324 -0.90909217  0.32758701 -0.13587928 -1.08752688  1.86112319] -240.01030845479133
[-0.59147222 -0.90854825  0.32804324 -0.13673096 -1.08676902  1.86013707] -240.01029791885765
[-0.59053424 -0.90891045  0.32617939 -0.13217938 -1.08823671  1.8654422 ] -240.0103045182016
[-0.59078748 -0.90918749  0.32673343 -0.13319382 -1.08805689  1.86351433] -240.0117667948931
[-0.5906714  -0.90938519  0.32707109 -0.13490562 -1.08812704  1.8624865 ] -240.01032093984995
[-0.59139634 -0.90753463  0.32739248 -0.13538562 -1.08634711  1.86308267] -240.01032290189553
[-0.59109369 -0.90831954  0.32720967 -0.13496164 -1.08711706  1.86295033] -240.01030836130795
[-0.59039365 -0.90968124  0.32690074 -0.13521398 -1.08792785  1.86598938] -240.01030834277955
[-0.59079441 -0.90887035  0.32694001 -0.13454758 -1.08739831  1.86514302] -240.01028134626304
[-0.59085591 -0.90861293  0.32687446 -0.13436856 -1.08703394  1.86647128] -240.01028185467848
[-0.59072123 -0.90904136  0.32674851 -0.13368238 -1.08770522  1.86511268] -240.01028059245238
[-0.59070332 -0.90899792  0.3265318  -0.13279107 -1.08770049  1.86608233] -240.01026523088615
[-0.59151725 -0.90759699  0.32741664 -0.13499959 -1.08623909  1.86338523] -240.0102999597136
[-0.59071134 -0.90921553  0.32679427 -0.13385921 -1.08764009  1.86577608] -240.01027091404242
[-0.59151728 -0.9076986   0.32706771 -0.13315528 -1.08673338  1.86266594] -240.0117860046994
[-0.59067456 -0.90918558  0.32694248 -0.13469931 -1.08762924  1.86515852] -240.01028729316178
[-0.59142347 -0.90856109  0.32804343 -0.13702986 -1.08622203  1.86311855] -240.01025750951146
[-0.59186808 -0.90838641  0.32897545 -0.1394551  -1.08521469  1.86195673] -240.01024320836174
[-0.59055739 -0.91013769  0.32732577 -0.13569482 -1.08787819  1.86469935] -240.01026507243435
[-0.59029748 -0.90971624  0.32646002 -0.13361807 -1.08771798  1.86946827] -240.01029430044517
[-0.59059116 -0.90942425  0.32685582 -0.13439629 -1.08748074  1.86713547] -240.01027173226822
[-0.59106735 -0.90915848  0.32753189 -0.13554872 -1.08680827  1.86510581] -240.01023341484944
[-0.59126374 -0.90914492  0.32782659 -0.13597342 -1.08639779  1.86507946] -240.01172432145648
[-0.59103847 -0.90956974  0.32773166 -0.13603416 -1.08684252  1.8651089 ] -240.0102249885656
[-0.59116051 -0.90991943  0.32812749 -0.13677745 -1.08656462  1.86509184] -240.0117026647085
[-0.59139082 -0.90906435  0.32810779 -0.1367314  -1.08654734  1.86244093] -240.01174811762067
[-0.59079108 -0.90933427  0.32716882 -0.13498007 -1.08724739  1.86596184] -240.01025923502772
[-0.59129722 -0.90931264  0.32829419 -0.1376421  -1.08625709  1.86386224] -240.0102165307868
[-0.59159017 -0.9093612   0.32904415 -0.13953354 -1.08556559  1.86290532] -240.01019591247845
[-0.59160086 -0.90965134  0.32939411 -0.14095774 -1.08548506  1.86249698] -240.01020343560089
[-0.59209461 -0.90834945  0.32928959 -0.13980829 -1.08450965  1.86314584] -240.0102093406899
[-0.59229543 -0.9088246   0.33015347 -0.14213245 -1.08422787  1.86094469] -240.01018761672165
[-0.59304761 -0.90856977  0.33164579 -0.14570864 -1.0827181   1.85843612] -240.01018946088652
[-0.59136088 -0.90991852  0.32873951 -0.13854986 -1.08593163  1.86461246] -240.01016723491048
[-0.59110728 -0.91068458  0.32862154 -0.13809724 -1.08629009  1.86594032] -240.0116659141895
[-0.59225946 -0.90939981  0.33058561 -0.14345663 -1.08404583  1.86129892] -240.01016372664012
[-0.59285552 -0.90952048  0.33211246 -0.14741058 -1.08266462  1.85939547] -240.01014466475547
[-0.59289401 -0.90897213  0.3318461  -0.14676333 -1.08261895  1.85939135] -240.01017467365503
[-0.59210434 -0.91039997  0.33114035 -0.14530754 -1.08432159  1.86010292] -240.01014375750214
[-0.59210921 -0.91142523  0.33206573 -0.14805717 -1.08422756  1.85858146] -240.01011230030562
[-0.59276755 -0.90968938  0.33192636 -0.14652457 -1.08292701  1.8594466 ] -240.01012014094877
[-0.5931707  -0.91008892  0.33323706 -0.15027911 -1.08196695  1.85788536] -240.0118048351842
[-0.5919853  -0.90954313  0.33009238 -0.14221994 -1.08466593  1.86165033] -240.01016549479928
[-0.59236206 -0.91086502  0.33210738 -0.14770937 -1.0834507   1.8600812 ] -240.0100941937024
[-0.59239537 -0.91188523  0.33308434 -0.15049783 -1.08306211  1.85964945] -240.01172306014075
[-0.59158616 -0.91134846  0.33050184 -0.14339384 -1.08533686  1.86186448] -240.01010990850526
[-0.59319439 -0.91087871  0.33419587 -0.15322196 -1.08182593  1.85572739] -240.01180581863946
[-0.59181926 -0.91015857  0.3301036  -0.14221789 -1.0849052   1.86239119] -240.0101457858893
[-0.59251462 -0.91145925  0.33284675 -0.14955121 -1.08317138  1.85893647] -240.01174142038826
[-0.59211763 -0.91002216  0.33078097 -0.14405275 -1.08429229  1.86097186] -240.0101406899502
[-0.59278012 -0.91079834  0.33306131 -0.15016488 -1.08272781  1.8577225 ] -240.01177200787905
[-0.59205947 -0.91031851  0.33084303 -0.14420463 -1.08436085  1.86122402] -240.0101280022337
[-0.59147851 -0.91170244  0.33062931 -0.14390353 -1.08553381  1.86132773] -240.01010619618137
[-0.59200336 -0.91176086  0.33191024 -0.14721162 -1.08431997  1.85986996] -240.01007947825056
[-0.59194622 -0.91263021  0.33247488 -0.14879105 -1.08433381  1.85931901] -240.01169929483004
[-0.59204281 -0.91194528  0.33220392 -0.14806207 -1.08423778  1.85916646] -240.01172945438483
[-0.59205531 -0.91072521  0.33118325 -0.14516899 -1.08433009  1.86070963] -240.0101149935644
[-0.59109732 -0.91291969  0.33087289 -0.14529027 -1.08613932  1.86136489] -240.01011057805283
[-0.59149023 -0.91261536  0.33151254 -0.14668627 -1.08533932  1.86032028] -240.01009263153566
[-0.59123    -0.91231205  0.33044567 -0.14334113 -1.08581243  1.86302806] -240.01009410903225
[-0.59228612 -0.91061504  0.3314961  -0.14545832 -1.08379171  1.86079902] -240.01008870788482
[-0.5920306  -0.9119418   0.33219858 -0.14804291 -1.08407912  1.85994426] -240.01172834204345
[-0.59169727 -0.91149679  0.33092602 -0.1445561  -1.08502242  1.86138443] -240.01010076163863
[-0.59221117 -0.91151926  0.33217002 -0.14775074 -1.08371171  1.86049992] -240.0100847161308
[-0.59216371 -0.9117324   0.33228796 -0.14816304 -1.08378619  1.86014838] -240.01172685722815
[-0.59181388 -0.9115557   0.33126651 -0.14545784 -1.08471336  1.86107542] -240.01007970655965
[-0.5913162  -0.9125944   0.33082632 -0.14425927 -1.0857788   1.86178302] -240.01007800630572
[-0.59079326 -0.91345909  0.33018578 -0.14253422 -1.08694286  1.86263393] -240.01009360698606
[-0.59247699 -0.91124149  0.33261491 -0.14893356 -1.08340586  1.85842115] -240.01175304101773
[-0.59154175 -0.91204441  0.33098798 -0.14473923 -1.08521079  1.86187633] -240.01009028173874
[-0.59223393 -0.91074786  0.33137318 -0.1449394  -1.08383613  1.86164761] -240.01007229697373
[-0.59260577 -0.90981411  0.33130349 -0.14406597 -1.08308453  1.86231128] -240.01163153781513
[-0.59241314 -0.91088663  0.33202614 -0.14695316 -1.08350644  1.86001532] -240.01007836912723
[-0.5917111  -0.91240653  0.3316947  -0.14673236 -1.08483043  1.8608314 ] -240.0100695351244
[-0.59142359 -0.91330228  0.331794   -0.14736938 -1.08534979  1.86084759] -240.01170592964752
[-0.59161936 -0.91179806  0.33086235 -0.14410048 -1.08528334  1.86124099] -240.0100820152594
[-0.59176731 -0.91172836  0.33118926 -0.14501304 -1.08489043  1.86105572] -240.01008307765588
[-0.59197251 -0.91157719  0.33153394 -0.14583588 -1.08433328  1.8612395 ] -240.01006612876947
[-0.59151365 -0.91250047  0.33126051 -0.14549581 -1.08530462  1.86130721] -240.0100643143474
[-0.59206212 -0.91164658  0.33186042 -0.14684276 -1.08416843  1.86042336] -240.0100727519018
[-0.59185723 -0.91208369  0.33180247 -0.14697199 -1.0845752   1.86035068] -240.0100838158139
[-0.59176249 -0.91198111  0.3314806  -0.1460951  -1.0847719   1.86095341] -240.0100706203365
[-0.59196113 -0.9119629   0.33193236 -0.14724155 -1.08427107  1.86066566] -240.01006812222758
[-0.59180377 -0.91194123  0.3314517  -0.14577583 -1.08465137  1.86145616] -240.01007098768278
[-0.59151277 -0.91247656  0.33125752 -0.14554942 -1.08521912  1.86172776] -240.01007700223428
[-0.59192478 -0.91185408  0.33170969 -0.14651942 -1.08443111  1.86074946] -240.01007165038797
[-0.5916501  -0.91226907  0.33140824 -0.14587275 -1.08495645  1.86140166] -240.01007709919023
[-0.59185611 -0.91195782  0.33163433 -0.14635776 -1.08456244  1.86091251] -240.0100748880085
[-0.59174308 -0.91203883  0.33139722 -0.14566585 -1.08481895  1.86127336] -240.01006801788517
[-0.59173739 -0.91223168  0.33159643 -0.14636868 -1.08478784  1.86098643] -240.01007098369652
[-0.59161237 -0.9124535   0.3314776  -0.14611409 -1.08506752  1.8610693 ] -240.01007241641972
[-0.59163807 -0.91224079  0.33137056 -0.14579546 -1.08503826  1.86113031] -240.01007804894547
[-0.59165871 -0.91222085  0.33135611 -0.14563582 -1.084978    1.86138169] -240.0100741660868
[-0.59171921 -0.91217727  0.3314851  -0.14600762 -1.08486786  1.86102833] -240.01006818376038
[-0.59169007 -0.91230008  0.3314871  -0.14596717 -1.08490334  1.86121847] -240.01007375768722
[-0.59167988 -0.91234642  0.33154522 -0.14623725 -1.08493871  1.86091268] -240.01007085282342
[-0.59164513 -0.91228265  0.33143359 -0.14599593 -1.08502516  1.86097397] -240.01007974082103
[-0.59167883 -0.91229572  0.33147373 -0.14597436 -1.08493379  1.86115734] -240.01007133380816
[-0.59174498 -0.91207663  0.3314418  -0.14580244 -1.0848164   1.86115248] -240.01007107052385
[-0.59170056 -0.91216138  0.33143504 -0.14588486 -1.084911    1.86106282] -240.01007432520927
[-0.59168427 -0.91226213  0.33146405 -0.14595198 -1.0849281   1.86113371] -240.01006807008918
[-0.59161418 -0.9124423   0.33147438 -0.14610663 -1.08506562  1.86106143] -240.010069587534
[-0.5915807  -0.91235746  0.33127906 -0.14545303 -1.08518678  1.86125247] -240.01007894702315
[-0.59169822 -0.91226313  0.33151709 -0.14613977 -1.08488758  1.86105294] -240.01006685508514
[-0.59164432 -0.91221495  0.3313209  -0.14555197 -1.08501886  1.86137298] -240.0100739973456
[-0.59167099 -0.91231356  0.33148914 -0.14606593 -1.08495875  1.86102776] -240.01007079142047
[-0.59165321 -0.91224782  0.33137698 -0.14572329 -1.08499882  1.86125791] -240.01007231452132
[-0.59166655 -0.91229712  0.3314611  -0.14598027 -1.08496877  1.86108529] -240.0100759219547
[-0.59160593 -0.9123818   0.3313888  -0.14581779 -1.0850961   1.86118008] -240.01006951381268
[-0.59162836 -0.91226965  0.33132887 -0.14558083 -1.08506178  1.86129028] -240.0100740514551
[-0.59159896 -0.9123813   0.33136228 -0.1457239  -1.08511636  1.86122046] -240.01007001101243
[-0.59161643 -0.91233887  0.3313728  -0.14575172 -1.08508624  1.86116777] -240.01006877173106
[-0.59156392 -0.91247138  0.33136744 -0.14580122 -1.08518512  1.86118432] -240.0100655038152
[-0.59159232 -0.91240701  0.33137482 -0.14578087 -1.08513168  1.86116748] -240.01007197779063
[-0.59153537 -0.91255729  0.33138002 -0.14587627 -1.08524492  1.86111882] -240.01006739128172
[-0.59155243 -0.91247003  0.3313358  -0.14570803 -1.08521277  1.8612254 ] -240.0100763713476
[-0.59158235 -0.91242276  0.33136507 -0.14576266 -1.08515195  1.86118196] -240.0100768918514
[-0.59153878 -0.91248592  0.33131398 -0.14564852 -1.08524487  1.86124576] -240.01007302412805
[-0.59152451 -0.91252888  0.33132026 -0.14568604 -1.08527477  1.86121302] -240.01007063427977
[-0.59156504 -0.91241967  0.33131666 -0.14562376 -1.08519543  1.86123749] -240.01007452613499
[-0.59155979 -0.91244113  0.33132465 -0.1456568  -1.08520036  1.86124364] -240.01006855003357
[-0.5915563  -0.91244088  0.33131139 -0.14560986 -1.08521049  1.86126384] -240.01006996334087
[-0.59155298 -0.91245374  0.33131767 -0.14563834 -1.08521815  1.86123735] -240.01007918877227
[-0.59153304 -0.91248525  0.33129815 -0.14560192 -1.08525869  1.86126631] -240.01008240619663
[-0.591548   -0.91246161  0.33131279 -0.14562924 -1.08522828  1.86124459] -240.01007576262887
[-0.59153803 -0.91247737  0.33130303 -0.14561103 -1.08524856  1.86125907] -240.01007471858964
[-0.59154052 -0.91247343  0.33130547 -0.14561558 -1.08524349  1.86125545] -240.01006666483073
[-0.59151281 -0.91253724  0.33129543 -0.14561377 -1.08529743  1.86127215] -240.010075588704
[-0.59155198 -0.91244906  0.33131135 -0.14562127 -1.08522093  1.86124615] -240.01007771461738
[-0.59152708 -0.91248695  0.33128299 -0.1455557  -1.08527405  1.86128133] -240.01007914151464
[-0.59153672 -0.9124708   0.33129258 -0.14557631 -1.08525249  1.86127543] -240.0100712260298
[-0.59153497 -0.91247067  0.33128595 -0.14555283 -1.08525755  1.86128552] -240.0100710193666
[-0.59151908 -0.91251467  0.33129039 -0.14559093 -1.08528969  1.86126011] -240.01007649906623
[-0.59152621 -0.9124932   0.33128724 -0.14557216 -1.08527474  1.86127649] -240.0100788455076
[-0.59153934 -0.91246007  0.33128858 -0.14555979 -1.08525002  1.86127235] -240.01006434028852
